sample_101	sample_103	sample_105	sample_106	sample_107	sample_108	sample_109	sample_10	sample_111	sample_112	sample_113	sample_115	sample_116	sample_117	sample_118	sample_119	sample_11	sample_121	sample_122	sample_123	sample_124	sample_125	sample_126	sample_127	sample_128	sample_129	sample_12	sample_131	sample_132	sample_133	sample_134	sample_135	sample_137	sample_139	sample_13	sample_140	sample_141	sample_142	sample_143	sample_144	sample_14	sample_15	sample_16	sample_184	sample_185	sample_18	sample_19	sample_1	sample_202	sample_20	sample_21	sample_22	sample_239	sample_23	sample_24	sample_25	sample_267	sample_26	sample_278	sample_27	sample_284	sample_29	sample_2	sample_30	sample_31	sample_32	sample_33	sample_34	sample_35	sample_36	sample_37	sample_38	sample_3	sample_40	sample_41	sample_42	sample_43	sample_44	sample_45	sample_46	sample_47	sample_48	sample_49	sample_4	sample_50	sample_52	sample_53	sample_55	sample_56	sample_57	sample_58	sample_59	sample_5	sample_60	sample_61	sample_62	sample_63	sample_64	sample_65	sample_66	sample_68	sample_70	sample_71	sample_72	sample_73	sample_75	sample_76	sample_77	sample_78	sample_79	sample_7	sample_80	sample_81	sample_84	sample_85	sample_86	sample_88	sample_89	sample_90	sample_91	sample_92	sample_93	sample_94	sample_95	sample_96	sample_97	sample_98	sample_9
gene_213	2.53946013818904	2.41143132271674	6.67609395199741	2.91942179297723	2.45832766444375	2.42869256980023	6.52623315999088	2.33324401981379	6.24203324785374	2.45754868246467	6.24709877820039	2.77563113470162	2.53928638841126	3.68991989498207	2.35186499381593	2.39869900357718	5.91334573482158	4.35949340355519	6.25476699552051	6.8451054558799	6.66277183028538	2.36357059533536	3.02667337438471	6.3756304281847	6.61969574084107	2.34626146677083	6.81998744374283	6.82436416676117	6.84889636745886	6.34754888269379	5.74708793538703	2.4651798427621	2.53368041562216	5.95345342744766	7.29256379276051	6.72275502626828	2.38190044211197	2.28771255030609	2.76955493425824	2.50785811981714	2.84253914368252	2.23959124352913	2.52358134030169	2.88903793572238	4.64355160032444	2.71975774671577	2.51474596514097	2.64041970684294	2.6507525911506	6.49217252774677	6.65279115067777	2.3291642347767	4.9054924637091	2.33379340170478	2.48051485740762	2.58095802446649	3.201111669861	6.28227419204042	4.63890646072134	2.43420101152902	4.44941526515054	1.90330933253028	6.44511743761449	2.88951139271383	6.83472099638745	2.37243073596381	2.4060834592558	5.84079050620168	5.86848685452774	2.44021115054465	6.0216416951797	6.77593745859133	6.30841049111048	6.10947837878914	2.49843120735363	6.89796738125085	2.59430919810201	6.22403494478186	2.33155176810017	6.80395471260573	2.45174861744632	2.40593253143024	3.2356253321732	5.99630647808696	5.31410728178487	7.0474528239986	2.50356552281662	6.64229551180849	2.34327240121219	5.79005288994034	2.27333250612179	6.18676958849268	6.10158493436952	6.28870765029399	6.85002045179485	2.96538991943058	5.68633147184652	6.14597911828786	2.51643372912654	5.98050444161144	2.47388220271845	6.16914279040941	2.39773485034837	3.98853881318771	2.57579411101589	6.61600964105142	5.94649783501473	6.80738116472867	2.55398716927183	5.85572146309889	6.93282795417758	6.76223703480982	7.03936342735255	2.81472916799592	2.53683860294839	2.27607181670964	6.35129339808422	7.00607774058546	6.02401733765786	3.88807500522292	6.59967289970847	2.43820069617301	6.64877020824042	6.72932071150842	2.09248908537041	2.56788655711642	5.65754977336853	2.56776627173055
gene_214	1.54764017552881	6.94747266219075	5.49928985948215	8.30754192956918	5.66831874676962	1.44882443712424	1.67460118022596	6.20755002741991	6.35040508508698	1.47477802875745	6.93175715379972	1.56245543844067	1.54748689322369	1.45047505280771	1.37900004215381	1.42169041022255	1.57237003713163	1.56192588542365	1.42786128788001	5.20447401407981	2.12706712259517	6.06420949712558	1.49535493554077	1.60444949591332	1.28567298974672	1.3738659617858	4.09411316208857	4.34311687822989	1.42396813193078	5.51197250107695	1.35418031157031	5.65086572647449	7.32998523928864	1.66468179373448	3.44151577577544	1.58031441444694	5.74831982653683	1.31988337051641	1.42214926858077	6.49362198441529	4.42418745528427	5.54086419871086	1.53360947816283	4.99774561613239	1.43443852505007	5.55171323970741	1.52578284429548	1.63578303995475	2.62736541104577	1.68898537492406	1.61995311190952	1.35816618652823	1.60585555078784	6.37189895681889	1.49532798789082	1.58409384943022	5.27048444172082	1.47546348963709	1.57743468729653	6.15794812820262	1.28376449409516	6.24899214879068	1.67489994692916	1.64977366057323	3.77663364265815	1.3977945737583	1.42838573791447	1.45957539030473	1.32446363262406	1.96546978619631	1.55815381984229	2.08020055747385	1.44673364371183	1.38840274843633	1.51129400819024	2.76895022421378	1.59575592374004	1.55570914646024	1.36036173467749	1.55930185587319	1.46957329183737	6.04509596315069	2.11443474511593	5.29148940917922	1.69861252681651	1.31742117281279	6.58412432526431	2.06239869871808	1.37112500378538	1.43253357951107	1.30652966631216	3.48176228372057	1.44315237975156	3.81493501428468	1.61594376378861	1.56399174335826	1.22414371006785	5.78675501975373	5.62289130999972	1.38798298137564	1.48940280559865	2.63743656121234	2.27418512428974	1.49567445570569	1.57957457221599	1.65098808714234	1.46326934999361	3.61623992538081	1.56043673089963	1.41490042857175	1.53327058577058	5.0778543311922	1.66168947019053	1.45535059800927	5.65473076372338	1.30907637906216	1.35970908923933	1.62633070325159	2.41641287604622	1.44289127342784	1.60957396627169	4.62229751045289	3.89711276595961	5.59528026740207	1.13527722915997	1.57264480436746	1.30650810849988	1.57253930523878
gene_215	9.88331243460799	9.64697108698049	5.05344405611222	8.67617365284323	7.8774147649362	5.61767477747826	8.15684885509458	10.8302953410401	5.91112735529178	8.96383696387764	10.1389356311659	9.56013533065308	8.8819800102828	7.67758744946749	9.33322287210361	6.82284174724065	10.2061828621929	6.74141555548356	10.0186830669781	5.59855031294522	10.2447652329283	7.26516121119888	8.52395864748235	7.79752657691256	9.16039285498922	7.23819328190893	9.4190394438065	4.83704510041822	5.54018425187054	9.09362548002831	9.74224683731163	10.2018910187102	5.95155288993857	7.62623529609766	7.97993483736313	6.38373018559282	8.48813532155106	9.97337277345932	6.34521277289064	10.0286188073903	10.6721031632286	6.54844310969809	6.71616031858504	7.40487332405983	10.9633498156899	10.2186137518415	5.98529276529217	8.85838285396361	11.1980682200213	9.39655502552654	10.4958777813321	10.5116027545943	5.66048596724643	6.89692197747002	9.31534495191726	10.8097109374401	7.30390674575335	6.18468353811761	5.33821704051497	8.00805254807458	9.42638527827128	10.4307537270989	8.69910298059787	10.4763520072694	10.315452973799	6.01954726098699	9.07496626000882	10.1276084513291	6.93334472984271	9.69908242538899	10.0914441227326	5.79947966014936	5.93206290303098	9.57317968116334	10.2877334577032	5.08866700786588	9.14412904589064	9.08048200609101	6.26200593980531	10.47662216117	8.20374700186822	9.31765222704858	6.3712908857494	10.9318924109691	10.6500099098951	4.81330914427407	10.7044405243112	9.6848749504826	7.63309717779609	10.9760014626354	7.95133631648014	9.66487617171508	7.96224549286203	10.0266600761515	10.7401963666496	11.2754496244796	7.36094221694938	9.48173474293476	7.35675743913025	9.96945148403105	9.12453117105413	11.2169311765337	9.71662247037496	8.77921512515104	10.8685639342814	9.63300563421916	6.06641064401343	11.3959843152421	8.79376975206533	9.5423136932431	4.71969794819038	9.47101135303071	10.9078695471527	5.86132211277187	10.2423979643741	6.16555628356212	7.57250972175206	8.87129975118715	5.40659513391163	5.20545713032888	8.61051851007803	9.86524727572413	4.72725618294737	4.72350505470404	5.07746757929592	7.85808976072378	10.2000044380452	10.2532965011788
gene_216	4.47825846287456	7.26410013035151	2.25714856535971	7.37947521780202	5.08878764356712	6.15805242167655	2.45789642183518	7.13876375464616	1.7686025883571	1.95829853325212	1.88105457669247	4.58962625809307	3.54456757258876	1.93163392825761	6.43000595599252	5.73480026013807	2.06600174734178	2.31203447396205	3.73950337338753	2.35463684987504	2.33361831820289	6.7095854422671	2.6157380139203	2.10163907610168	2.14782785022576	4.79224732174667	1.9294127674336	1.95116493892503	3.13094407525803	1.80173766298334	1.82654383713319	6.03414991526518	7.33845374411204	2.16889197763065	1.87875323119649	2.07481592567268	6.20669343639706	3.95087310350392	3.46516198964391	5.03357678449426	4.12114645555654	6.69765082277091	7.16192004596779	5.09041795122198	1.91407133141339	5.76562719759197	5.32623023052773	4.2867390988734	3.73331062317396	2.19616109381454	2.11890640255825	3.8589284652105	2.10320387898274	7.18769141559951	4.32344215155638	4.23141481176028	6.54600949977212	1.95905147184514	2.07162005880254	7.13046217176298	1.7502261512285	6.08570548694895	2.69160180949537	2.65514418684133	1.96856860503037	1.87403374715167	4.36825816867477	1.94161161622653	3.99956303041052	2.18155395898378	2.05024722957743	1.87924148088501	2.36809642662138	4.21051577843964	4.27162264621459	2.03718652529251	4.58445889462395	3.14476378712273	6.02035925642686	2.05151863373496	7.6140782080826	7.43511792811224	2.68990525367283	1.96341432800161	1.90776585089642	1.78665050020436	6.46274480437264	1.74840995851237	4.09818796790451	1.91198678440662	4.70287781286568	2.0052105782193	1.92361127055775	1.96199098595874	2.11443812807821	2.53234764850643	1.68593195857906	1.84597431832305	7.25673117668764	1.86333504988016	2.60680056323013	2.04336817527701	4.54391724344368	1.98127383630713	2.90873327130482	2.15356171183063	1.9456640754802	2.00526852736411	6.40912919789329	1.89270782628384	2.97720665221545	2.27283342961354	2.1655399494315	7.7763066216848	6.06747439367351	5.65455336422545	5.23619618522131	2.12601809036612	1.80909409648124	1.92332530259871	2.10734326961777	4.39590692507047	2.03114642416719	2.15895911750112	2.21959873431006	6.18770914930852	1.77482951684452	7.04535176524766
gene_217	5.09777446447721	1.82163569133602	2.37835741321819	1.92263104194585	1.86505700422113	5.86681026269005	5.39673742421663	1.74879492296353	1.68676475336869	6.10695551806028	1.79194625278536	5.27919345691413	4.95556451289169	1.83933695011664	5.42408172027095	6.56377513268546	1.96541411219216	1.95454364870802	1.81613381657133	1.82551326145094	1.97206062917811	5.91640003030719	1.88555724790214	1.99888516656843	1.67153021543704	6.62696300955773	1.83725491116651	1.85764796253969	1.81214495665928	1.71772837927177	1.74092559092852	1.87138446923372	2.19293304375043	2.57890211415467	1.78979107111347	1.97369151682946	2.22796630672303	6.47536456302154	1.81028195887712	1.91069642978798	2.00889788122863	1.66081261660384	5.82867838154955	1.78847910823312	2.26510372403877	6.13804466455383	5.71178701609078	6.56382025658668	2.04105974097468	4.56877823598602	2.01510635926699	6.2904801479533	2.00035508020639	1.749308679701	5.41602201922172	6.07529364224881	2.00637173610604	1.8650435008687	4.32414300420434	1.84274338958711	6.10762458279696	1.33784226654313	2.07283884397729	6.89541043093874	5.26070576548126	6.79410369395782	5.96064773089398	1.84869064983155	1.71076117147932	6.23769817483573	1.95062081136071	1.79024830264717	1.83549407782287	2.0076219799273	5.51357856970814	5.7090662787686	5.2539900585813	1.9480793258449	6.18599976022657	4.93125956237951	5.76455506878726	1.81653114420523	3.26247349317235	1.86913512664759	1.81696807984057	5.65918393566209	6.50711226057375	1.66790871103056	6.80038624540294	1.82092319455053	6.47664916458114	1.90834615070919	1.83181716476099	1.86780024094218	2.01090859772602	1.956692798038	1.60963599650034	1.75910512184177	2.17436552408399	1.77535472828476	5.72212068599264	1.94416222132552	5.14683551210767	1.88588713328002	1.97292033993211	4.73387006454297	2.30353275888034	1.90840053111944	5.5706687620211	1.8028608781701	1.92478514870468	3.97706688316941	2.05892357119205	5.83396049675675	5.25860542191888	5.54113745665336	1.74654828245275	2.02178776489889	1.72460622545624	1.83154914098259	4.48184654423773	1.84644621784129	5.34140849267695	2.27415855804475	6.61894369966389	5.53638480978592	1.69258158494792	5.77229966400136
gene_218	8.50612945850797	2.95050969991155	7.35671442876665	2.886392410481	2.81997212784882	2.78855219745813	6.90266677347371	3.46874727537835	6.59933445417206	7.37361506455966	5.46005315798569	3.9963388924283	2.90601047553716	6.92206322207756	7.66058234227197	2.75679271731802	6.71627570211054	3.29036654154967	7.05271125990421	3.11278238580243	5.07984554624092	2.89451284032519	4.66363394276288	2.97530840171379	8.01048030924791	7.11115371250921	6.34349173137244	7.35745376277061	3.46828367781091	7.6313617264382	7.43632753539449	2.82724265742598	3.26236359385157	6.09666296430534	3.71348795500116	3.60308137971376	2.73902296378844	3.72247141536264	3.74814623226764	3.22955196108023	3.5207277676185	2.58901299823686	2.88929654933044	2.73253797705226	7.09888839019851	2.87156342409928	4.68089779520772	3.55485655534457	3.70836811315013	4.97481576877662	7.69982365358255	3.71659150784611	4.07530813034413	3.00970964380729	6.49308976508393	3.6091967485585	2.98409841196067	5.37209973138472	2.94230270617123	2.79438938725701	8.21842984409271	2.57064679207038	3.06263324684458	7.61272360907429	8.07969446183673	5.89773479659145	3.23919855458721	7.06814697852708	6.70097813515036	7.24593782997528	7.98439411424733	3.71426024859989	2.78609684422789	7.23413684195343	7.62970972779571	4.34243068951942	3.33964928308722	7.28996762689184	2.68584083290913	6.2887883313189	2.81299340841861	2.76444839611072	5.81466149383097	6.60352018161771	7.36951203888339	6.57583812288876	4.07534112576413	5.7033567421052	6.89867377483741	7.35941083649402	3.06230620511168	6.79043748318516	2.78189431060448	8.60718700206639	6.66674775240029	6.9931030022642	6.21420890647158	6.45515162780296	3.24044217453451	7.32190031206875	7.31621478793534	8.03512102748987	2.75577247529165	7.52481746613675	6.33719370430499	7.86640241873842	5.62943000028663	5.34334346795422	5.60834185701423	6.93172418108143	3.24903728771471	6.47183564750916	6.39997866083003	2.79622510078978	3.26638073319382	6.19754668615493	6.57157535339698	4.6250087141877	6.06435738247265	4.46671349769506	4.4664343387465	4.04014524718193	4.26588580574752	6.32640152431072	4.42429809319391	2.9364773395868	6.37020234849039	8.04892877295396
gene_219	7.68839894298022	5.96355178923633	9.25787077985574	5.37719110000441	3.52117150204703	3.48633092453501	8.1728802917924	5.39581704591993	3.88608023664536	5.9386646629138	6.74744305551896	6.20547338748742	6.92132303253143	6.39124554922317	6.0314911904147	3.30166189376512	7.85408618573398	6.07907537733311	9.16940478557499	3.9323003748427	9.79262053384205	3.26408713947593	8.33888344806841	8.61694071366134	6.43208311117614	4.00401459854401	4.95870174162987	7.05729473864929	4.00240057461104	6.29580567639707	6.9534241948749	5.10164426118883	3.44773986301337	4.58811055083308	5.11049407850734	4.58687206589416	3.56270460680967	6.16932195582868	7.27366182730698	6.03897516632216	6.52789788493714	3.13300155217105	3.98233685588215	3.27711167851392	8.19067070200222	7.51914954411825	3.97006245781772	4.69023003595307	7.14736142230816	8.65374050270996	9.05411388825547	6.06206494177869	3.69670135439463	3.72129063188421	6.95537651211672	8.16193770133719	4.31474141519075	4.6409461370203	3.93433630401622	3.33982353620995	7.58752264547532	5.86142947924588	9.2555427811517	8.28715675273152	7.93834529999241	4.59873755277616	6.49981123983496	7.1881114498018	5.8554393779439	6.81397327610831	9.1272130378987	6.90073750442942	3.61825141624614	9.39905774309693	8.31834456450056	8.82853999323107	6.63332339951579	7.49716188567244	3.71823693661159	9.12272826635947	4.6299058237988	4.99428020558048	6.32743374367771	9.06661567287404	8.23356814760799	9.3642073857256	8.3453754681105	7.0429747885348	6.1520335787074	6.83693744927271	4.38131809869014	8.90343915297146	8.9575274944688	7.40431495351367	7.7495321010201	10.5707914250387	7.34734840650252	7.16303975298786	3.73165651266346	5.98273321593912	6.71945474853481	5.85107078620357	6.96401934783957	7.29891297691176	9.70997424570984	8.51339279193704	4.90631879905192	7.01603229059651	4.74438950904722	5.41385944854477	3.43630108589378	7.64784094592291	7.96034816308611	3.75145286972451	5.9229105894838	3.1713190042196	6.55631018011966	4.93085886249667	3.20440793786249	3.84213141097278	7.60762149980007	6.27419917804345	6.96662616012965	5.99722412735814	3.30591323293014	3.65115290577461	6.28591466163879	6.79702680649979
gene_220	7.55819716213623	6.03284319684913	5.93147181087752	2.99431851900208	2.92781932831255	6.35668599344059	5.0087305645889	5.96363996442171	6.91406399777286	2.92699253093323	8.12167818395066	6.7325991881739	3.01397751835406	2.8983340592048	6.90874714905	5.9809551498514	5.93399744768349	3.38610810451484	5.12858507091291	2.88254256029066	5.75031517449975	2.82755870107674	5.98601827801678	7.66511871121619	2.70924937821657	7.22515786445331	2.89595315007262	6.13902783101924	2.8673082146467	2.76073904912847	7.71607303421875	5.79619628765524	3.00799682549658	7.34143415082176	6.26619087433855	6.36495523969913	2.8469035268844	6.15646763869303	5.77332591523421	2.98047671942581	3.09528569662983	5.15784843802492	6.76739635708035	3.01037021912248	3.05352863499199	2.97946386915198	7.00956938692219	6.15347648139764	3.13335299877507	5.9836073786641	5.65639187639687	6.52970259927178	3.08521390678679	4.75589547655131	2.95138614912028	3.05850339866678	3.09230570866484	6.38974021275314	3.05036617424446	5.69884498761897	2.86320838789002	5.08702679552919	7.63798513070216	8.12978497229977	7.12701193855579	2.83690644528624	6.24822484883027	6.38208218405611	4.467691644547	2.90860174354883	5.97185394772142	5.17642073536539	5.78249271507292	5.42540314798592	8.26478072023199	3.01260587136038	6.1586096651432	3.02393480276587	6.77525073792356	6.64957160461032	2.92083777685303	3.19697242941278	7.25860167136607	8.42952150391472	8.43536515576705	3.04575138076289	2.97590637729944	8.30572371540165	7.34523277724276	8.62930578334465	5.84748649357347	5.67392008401307	7.96026989351902	2.93097217522862	7.43757401740198	5.67282585466912	7.75557421526777	8.29118627037499	3.17505382159717	8.21723056487596	7.14552756495394	8.55947204900825	3.32037730451135	2.95179869559369	5.73038444457796	6.49509021991779	5.86704706785183	8.11729041361567	3.02967134839671	6.87802004614354	2.99682007417641	6.77823116328741	7.06540492607345	6.77671517067276	3.01136584635231	6.78619415722688	4.49839133446846	7.02771028118513	7.10044115146976	2.88943286449136	5.96402621772854	3.08325726679582	4.33823598540739	6.3190165477782	6.26152177722127	3.40162841458608	7.74259290360001	6.80197144922992
gene_221	6.09623555572806	1.3213902901879	1.69665797539417	1.4137623443617	2.26143774498129	1.84958874517266	1.54909234992468	1.25422667115592	1.19669320278614	2.26036955486661	1.29406785266487	1.44325780187799	3.65294023522505	5.62752977404413	5.6313113540578	1.31051814559487	1.45261309680292	5.92061296996777	5.43282473397676	1.32495322853786	1.45863313110825	1.28039044937297	5.22143259326821	6.19575728157252	1.43116781575856	5.7785893570763	1.33573431607399	1.87489566408337	1.58785818173479	1.22545014270493	1.24694469790626	1.36700409743404	1.42446593256634	1.53973086186112	1.29208162418894	1.46010964554509	1.29613497226196	1.21467823920458	5.18830867145843	1.4028942644758	1.49192021270961	1.17253342377756	1.41604225930215	1.29087232263938	5.7107381825916	1.40209756905552	5.50510372310045	1.51245693780264	1.52087185150464	7.54819595252861	1.49751713740715	1.25069603383037	5.36395731876265	1.51788541800394	1.37993381390853	3.90339205061843	1.48964179750133	1.36120215091686	4.80081144394014	2.05540103670669	5.04975430927101	0.867768032395739	5.54272646230477	1.52566097831078	1.36936820350127	1.28800744940912	1.31682684231133	1.34622312576735	5.6702672326473	1.34587133620079	1.43919900364744	1.29250304374437	1.84687381838695	6.0024021244451	6.47374355468974	1.72829440804926	1.4746814239472	1.43689237385164	1.25276251235137	6.82303001246893	1.35564864713549	1.31669798713413	1.9629080105309	1.36494636869373	1.3170997221637	1.21236270217257	1.39929773297482	1.17914456067464	6.03033759310774	1.32073546745111	1.20212145322809	1.40075247957945	6.1722063642458	1.88774611040523	1.4937332901835	5.08770495028459	1.12474169139518	1.26375977687478	1.41007031918403	1.27876710318372	1.37434612208555	1.43333605081988	4.4090562940045	5.60811030784284	4.90571686206183	6.70064927586205	1.34970547384162	1.40080204157687	1.44135303516339	1.30412090129441	1.41572255358093	1.41381072591055	1.86246908738519	1.34224054926831	1.42709674928411	5.48530092100898	5.37192970317602	1.82112731256615	1.23182761563241	5.38562768212069	6.6799081849154	1.34416543414158	1.42291099930961	1.32894663910799	1.0414792990459	3.2640012836081	1.20210118495465	5.84020891150882
gene_222	5.30736435556192	2.55872230803959	2.44993761374018	2.68249999992279	2.4012715159857	2.91083961791569	6.31956270821667	2.91615667722048	2.55661462939166	2.79131994852065	2.69501617620479	2.49915457335969	3.05693855767378	6.71198385759959	2.66097252149306	2.54433253302101	5.82604621084299	6.56512165585311	6.49986542354137	6.67303049372183	7.44023398780918	2.6753957815346	6.78658452173559	7.11292619862873	6.37775261223503	4.66725771298537	6.1936268210169	2.39325491900337	6.40014853857226	6.62397907336885	2.2676952802689	2.40812234301849	2.47657895398275	2.61662555204158	6.39660029971747	6.4764246212427	2.5253501908448	2.23051730832979	6.13064351764095	2.8535077759578	2.55806932237152	2.7865242818027	3.03614547190077	2.31868427235665	6.19553784081847	3.01408752414648	2.45766222580548	2.5831373526291	2.59344533078562	6.95739680745267	6.51587217747614	2.63300810091691	6.32183244792888	2.78591302784307	3.12042328059045	2.52379351690331	2.78641992760194	5.53451370000491	6.40134943191713	2.37714526162991	6.30561913247995	2.57152229920433	6.58049151096737	6.01113073033144	6.55370177998153	2.3153454463748	2.72780443653346	6.5362330196918	6.04043059624463	3.18858471567198	6.11210447863749	6.83793746849153	6.46258338360353	6.29242730735049	5.17755502979664	5.88555733211951	2.76575685616797	7.02505766379002	2.63594887054019	6.45291296647792	2.78415720418569	2.34886867622988	6.04068778735735	2.40568647534923	2.34933945162673	2.41596044024157	3.00966950328101	2.53197153922213	4.60378719158016	2.88708278556148	2.21611090274102	6.54509812348044	6.77370224546569	6.11063916930803	7.10005584382554	6.61169736301172	2.82078400094122	2.6516214390989	2.45934858376245	2.50250968867806	6.37113584136709	2.487223205831	2.34066692921914	6.58915788297191	6.56558418400716	6.46658662684068	5.5709260496192	2.44828399865096	2.49686192864012	2.70947742132516	5.79579043348374	6.78010122828728	7.10095828946831	2.58642001855826	3.05369659360291	2.40581143009445	5.66707118897732	7.01118463924423	2.60621763319741	6.35606920145056	6.66590027107313	2.7674311577711	6.25111340496943	2.8997765907735	6.03812642465476	2.5107421787121	2.21608767664809	2.51062206895246
gene_223	6.18663787825587	5.03661504174846	5.15116597702379	7.05157189709209	3.65536311733411	3.81873426614737	6.87751841662344	7.88212083858806	8.10787044815452	7.6915739911561	4.13202634341621	3.52839120300815	3.76932451094937	3.05445833116284	5.52005697874755	8.89031971987929	3.80935893547417	3.90592122139446	8.56595555097717	3.799191088627	3.69329744174853	8.01454483468032	4.07434852506747	3.86150077359331	6.19496579492147	8.05639368734556	3.9922686821239	4.90058790095338	4.73170939383976	4.58583664416438	8.41011936619491	7.4424486978274	3.76140428765649	7.51773477270591	4.30984755207773	3.82221521236851	3.99638911712803	8.62005438046712	3.94673089105136	6.92835057984843	4.44961304430582	8.74446702894376	4.56093421732964	3.64417693496546	4.18688987963738	7.66123749130449	4.12821878191427	8.57486543770214	3.29361552303216	4.12291575770456	6.76551172762312	8.50989556671603	4.18272571173308	8.56674880706506	3.79608023855039	3.56011878415978	4.3668287746424	7.10966869438719	4.7601378687992	8.59425766726588	8.1278941952092	7.27479260182901	4.30788330949196	6.42782732055075	7.06965579022629	8.49086772766782	8.37032609010927	5.80746969688768	8.5980358379777	7.97911728002175	6.96729255615125	3.30122066908107	4.50257760959148	9.252365138872	5.32405588991146	4.32261640445438	4.06795309632292	6.39981808519999	7.82525726779244	3.18638922354843	3.64613978961183	7.31092650865827	5.43298289587666	3.08906147542101	7.72484672441559	3.51351899970714	6.83231150120198	7.92784584564537	8.499701326022	6.40084120715921	9.13059314340457	3.93356350408113	4.13409820837867	7.46548122573466	4.10318352012941	3.90936835733165	7.79359515846879	5.92242851795486	4.04405701630527	7.26116058186748	6.02158331412616	7.22315290016681	8.27635385830007	5.54918046133757	3.21154315601958	4.73094915046033	4.17040427273454	3.93365244062706	3.52544387776061	8.21802947917507	4.05450143579933	5.24413168052853	3.31535285901064	4.35191678681986	3.50345080623851	5.00185006206489	8.58356386531243	3.6227823618294	7.95316045090046	4.26714317122731	4.18938313878521	7.94329044550157	4.73936113515198	4.38366016104228	5.1217288703198	3.54330048323887	7.45015229860746	6.48996107710536
gene_224	5.2105490633982	7.05153212264172	6.62405855692769	6.64810415293904	10.1965117762353	11.2830771762609	7.22858804251177	7.3361776608725	10.7564003218634	6.87872694363933	8.32066335199956	6.10325735615449	7.1617591076143	6.47443296776849	6.64956737752278	10.7955426354043	6.83215868240461	9.15969859975729	7.19754613911362	10.7386123789352	5.61371106637187	10.1825926944008	10.4204458012198	5.88654888459096	6.91127511415157	11.184923975143	8.85106342353633	6.49065997445497	11.0167903570489	7.33484827329515	6.8498622515211	6.55159267703994	10.9235206385836	10.6533337030064	10.6163634732403	11.1202144600161	10.4432145438531	6.80067891477261	10.5298269854864	7.61550867110727	6.5478447709875	10.6942354035444	10.1264523690338	10.9050862312381	7.09312464266307	9.61292514354931	11.0637776207278	8.30156383248653	7.28470000605122	7.44354248291785	6.7106347079049	7.31487995958727	11.1077638033136	10.9496768874086	6.38723110274127	7.05052207151039	10.7369804606938	11.0458576712871	11.0496443368794	10.7199743075678	7.07541081415874	6.71618358246153	6.12961690553664	6.38386146001907	5.3728195437199	10.8421858448252	7.05140900422027	7.72710854346742	11.1182003896757	7.5116950713189	7.7293180238036	11.1200527946961	11.9331929129566	7.16500712383159	7.0154844917301	9.92854790814824	8.3684294510316	8.20740279255041	11.3639963678298	6.41970534114536	10.5875703526902	7.42378911265881	11.5417703614059	8.44813024226389	6.9380124227093	6.84378223073062	7.44455755292405	9.63749606729495	11.1747261114283	6.97819890725999	9.82855961546402	8.32196823638136	7.96002037957158	6.45417851900276	6.37612346346645	6.55965885872079	9.78868486766816	9.2220166361283	10.0964326259516	9.56271007955639	7.12752672393835	7.24880976680921	9.0811832615923	6.84169496924946	7.30788614792857	6.29533806358206	10.8107651669097	8.05298483805159	10.8704657512975	10.0303277387814	10.5174050709292	7.1724480129673	6.73177314341977	10.8164495476268	8.04052354746153	10.3258294917548	11.4706651213368	10.3218854193119	10.9420887749698	10.7846443643006	9.62469488546677	6.48761720012455	9.8405689633264	10.5702677001093	11.4814164091027	11.1925688386249	7.85009697546398	6.72995355316521
